id,number,side,move,fen
264,80,black,Kf8,r4k25p1R4p1p1b2q4p1pPpPN1PrBbP31P1Q2K1R7
265,81,white,Rh8+,r4k1R5p24p1p1b2q4p1pPpPN1PrBbP31P1Q2K1R7
266,82,black,Kg7,r6R5pk14p1p1b2q4p1pPpPN1PrBbP31P1Q2K1R7
267,83,white,Rh7+,r75pkR4p1p1b2q4p1pPpPN1PrBbP31P1Q2K1R7
268,84,black,Kf8,r4k25p1R4p1p1b2q4p1pPpPN1PrBbP31P1Q2K1R7
269,85,white,Qf2,r4k25p1R4p1p1b2q4p1pPpPN1PrBbP31P3QK1R7
270,86,black,Bd8,r2b1k25p1R4p1p13q4p1pPpPN1PrBbP31P3QK1R7
271,87,white,Ne5,r2b1k25p1R4p1p13qN3p1pPpP2PrBbP31P3QK1R7
272,88,black,Kg8,r2b2k15p1R4p1p13qN3p1pPpP2PrBbP31P3QK1R7
273,89,white,Rah1,r2b2k15p1R4p1p13qN3p1pPpP2PrBbP31P3QK17R
274,90,black,Bf6,r5k15p1R4pbp13qN3p1pPpP2PrBbP31P3QK17R
275,91,white,Rxf7,r5k15R24pbp13qN3p1pPpP2PrBbP31P3QK17R
276,92,black,Rf8,5rk15R24pbp13qN3p1pPpP2PrBbP31P3QK17R
277,93,white,Rxf6,5rk184pRp13qN3p1pPpP2PrBbP31P3QK17R
278,1,white,e4,rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR
279,2,black,e5,rnbqkbnrpppp1ppp84p34P38PPPP1PPPRNBQKBNR
280,3,white,Nf3,rnbqkbnrpppp1ppp84p34P35N2PPPP1PPPRNBQKB1R
281,4,black,Nc6,r1bqkbnrpppp1ppp2n54p34P35N2PPPP1PPPRNBQKB1R
282,5,white,Bb5,r1bqkbnrpppp1ppp2n51B2p34P35N2PPPP1PPPRNBQK2R
283,6,black,Nf6,r1bqkb1rpppp1ppp2n2n21B2p34P35N2PPPP1PPPRNBQK2R
284,7,white,O-O,r1bqkb1rpppp1ppp2n2n21B2p34P35N2PPPP1PPPRNBQ1RK1
285,8,black,Nxe4,r1bqkb1rpppp1ppp2n51B2p34n35N2PPPP1PPPRNBQ1RK1
286,9,white,Re1,r1bqkb1rpppp1ppp2n51B2p34n35N2PPPP1PPPRNBQR1K1
287,10,black,Nd6,r1bqkb1rpppp1ppp2nn41B2p385N2PPPP1PPPRNBQR1K1
288,11,white,Nxe5+,r1bqkb1rpppp1ppp2nn41B2N388PPPP1PPPRNBQR1K1
289,12,black,Nxe5,r1bqkb1rpppp1ppp3n41B2n388PPPP1PPPRNBQR1K1
290,13,white,Rxe5+,r1bqkb1rpppp1ppp3n41B2R388PPPP1PPPRNBQ2K1
291,14,black,Be7,r1bqk2rppppbppp3n41B2R388PPPP1PPPRNBQ2K1
292,15,white,Bf1,r1bqk2rppppbppp3n44R388PPPP1PPPRNBQ1BK1
293,16,black,O-O,r1bq1rk1ppppbppp3n44R388PPPP1PPPRNBQ1BK1
294,17,white,d4,r1bq1rk1ppppbppp3n44R33P48PPP2PPPRNBQ1BK1
295,18,black,Bf6,r1bq1rk1pppp1ppp3n1b24R33P48PPP2PPPRNBQ1BK1
296,19,white,Re1,r1bq1rk1pppp1ppp3n1b283P48PPP2PPPRNBQRBK1
297,20,black,Re8,r1bqr1k1pppp1ppp3n1b283P48PPP2PPPRNBQRBK1
298,21,white,c3,r1bqr1k1pppp1ppp3n1b283P42P5PP3PPPRNBQRBK1
299,22,black,Rxe1,r1bq2k1pppp1ppp3n1b283P42P5PP3PPPRNBQrBK1
300,23,white,Qxe1,r1bq2k1pppp1ppp3n1b283P42P5PP3PPPRNB1QBK1
301,24,black,Nf5,r1bq2k1pppp1ppp5b25n23P42P5PP3PPPRNB1QBK1
302,25,white,Bf4,r1bq2k1pppp1ppp5b25n23P1B22P5PP3PPPRN2QBK1
303,26,black,d6,r1bq2k1ppp2ppp3p1b25n23P1B22P5PP3PPPRN2QBK1
304,27,white,Nd2,r1bq2k1ppp2ppp3p1b25n23P1B22P5PP1N1PPPR3QBK1
305,28,black,Be6,r2q2k1ppp2ppp3pbb25n23P1B22P5PP1N1PPPR3QBK1
306,29,white,Bd3,r2q2k1ppp2ppp3pbb25n23P1B22PB4PP1N1PPPR3Q1K1
307,30,black,Nh4,r2q2k1ppp2ppp3pbb283P1B1n2PB4PP1N1PPPR3Q1K1
308,31,white,Ne4,r2q2k1ppp2ppp3pbb283PNB1n2PB4PP3PPPR3Q1K1
309,32,black,Ng6,r2q2k1ppp2ppp3pbbn183PNB22PB4PP3PPPR3Q1K1
310,33,white,Bd2,r2q2k1ppp2ppp3pbbn183PN32PB4PP1B1PPPR3Q1K1
311,34,black,d5,r2q2k1ppp2ppp4bbn13p43PN32PB4PP1B1PPPR3Q1K1
312,35,white,Nc5,r2q2k1ppp2ppp4bbn12Np43P42PB4PP1B1PPPR3Q1K1
313,36,black,Bc8,r1bq2k1ppp2ppp5bn12Np43P42PB4PP1B1PPPR3Q1K1
314,37,white,Qe3,r1bq2k1ppp2ppp5bn12Np43P42PBQ3PP1B1PPPR5K1
315,38,black,b6,r1bq2k1p1p2ppp1p3bn12Np43P42PBQ3PP1B1PPPR5K1
316,39,white,Nb3,r1bq2k1p1p2ppp1p3bn13p43P41NPBQ3PP1B1PPPR5K1
317,40,black,Qd6,r1b3k1p1p2ppp1p1q1bn13p43P41NPBQ3PP1B1PPPR5K1
318,41,white,Qe8+,r1b1Q1k1p1p2ppp1p1q1bn13p43P41NPB4PP1B1PPPR5K1
319,42,black,Nf8,r1b1Qnk1p1p2ppp1p1q1b23p43P41NPB4PP1B1PPPR5K1
320,43,white,Re1,r1b1Qnk1p1p2ppp1p1q1b23p43P41NPB4PP1B1PPP4R1K1
321,44,black,Bb7,r3Qnk1pbp2ppp1p1q1b23p43P41NPB4PP1B1PPP4R1K1
322,45,white,Qe3,r4nk1pbp2ppp1p1q1b23p43P41NPBQ3PP1B1PPP4R1K1
323,46,black,Ne6,r5k1pbp2ppp1p1qnb23p43P41NPBQ3PP1B1PPP4R1K1
324,47,white,Qf3,r5k1pbp2ppp1p1qnb23p43P41NPB1Q2PP1B1PPP4R1K1
325,48,black,Rd8,3r2k1pbp2ppp1p1qnb23p43P41NPB1Q2PP1B1PPP4R1K1
326,49,white,Qf5,3r2k1pbp2ppp1p1qnb23p1Q23P41NPB4PP1B1PPP4R1K1
327,50,black,Nf8,3r1nk1pbp2ppp1p1q1b23p1Q23P41NPB4PP1B1PPP4R1K1
328,51,white,Bf4,3r1nk1pbp2ppp1p1q1b23p1Q23P1B21NPB4PP3PPP4R1K1
329,52,black,Qc6,3r1nk1pbp2ppp1pq2b23p1Q23P1B21NPB4PP3PPP4R1K1
330,53,white,Nd2,3r1nk1pbp2ppp1pq2b23p1Q23P1B22PB4PP1N1PPP4R1K1
331,54,black,Bc8,2br1nk1p1p2ppp1pq2b23p1Q23P1B22PB4PP1N1PPP4R1K1
332,55,white,Qh5,2br1nk1p1p2ppp1pq2b23p3Q3P1B22PB4PP1N1PPP4R1K1
333,56,black,g6,2br1nk1p1p2p1p1pq2bp13p3Q3P1B22PB4PP1N1PPP4R1K1
334,57,white,Qe2,2br1nk1p1p2p1p1pq2bp13p43P1B22PB4PP1NQPPP4R1K1
335,58,black,Ne6,2br2k1p1p2p1p1pq1nbp13p43P1B22PB4PP1NQPPP4R1K1
336,59,white,Bg3,2br2k1p1p2p1p1pq1nbp13p43P42PB2B1PP1NQPPP4R1K1
337,60,black,Qb7,2br2k1pqp2p1p1p2nbp13p43P42PB2B1PP1NQPPP4R1K1
338,61,white,Nf3,2br2k1pqp2p1p1p2nbp13p43P42PB1NB1PP2QPPP4R1K1
339,62,black,c5,2br2k1pq3p1p1p2nbp12pp43P42PB1NB1PP2QPPP4R1K1
340,63,white,dxc5,2br2k1pq3p1p1p2nbp12Pp482PB1NB1PP2QPPP4R1K1
341,64,black,bxc5,2br2k1pq3p1p4nbp12pp482PB1NB1PP2QPPP4R1K1
342,65,white,Ne5,2br2k1pq3p1p4nbp12ppN382PB2B1PP2QPPP4R1K1
343,66,black,c4,2br2k1pq3p1p4nbp13pN32p52PB2B1PP2QPPP4R1K1
344,67,white,Bb1,2br2k1pq3p1p4nbp13pN32p52P3B1PP2QPPP1B2R1K1
345,68,black,Bg7,2br2k1pq3pbp4n1p13pN32p52P3B1PP2QPPP1B2R1K1
346,69,white,Rd1,2br2k1pq3pbp4n1p13pN32p52P3B1PP2QPPP1B1R2K1
347,70,black,Bd7,3r2k1pq1b1pbp4n1p13pN32p52P3B1PP2QPPP1B1R2K1
348,71,white,Qf3,3r2k1pq1b1pbp4n1p13pN32p52P2QB1PP3PPP1B1R2K1
349,72,black,Be8,3rb1k1pq3pbp4n1p13pN32p52P2QB1PP3PPP1B1R2K1
350,73,white,Nxc4,3rb1k1pq3pbp4n1p13p42N52P2QB1PP3PPP1B1R2K1
351,74,black,dxc4,3rb1k1pq3pbp4n1p182p52P2QB1PP3PPP1B1R2K1
352,75,white,Rxd8,3Rb1k1pq3pbp4n1p182p52P2QB1PP3PPP1B4K1
353,76,black,Nxd8,3nb1k1pq3pbp6p182p52P2QB1PP3PPP1B4K1
354,77,white,Qe2,3nb1k1pq3pbp6p182p52P3B1PP2QPPP1B4K1
355,78,black,Ne6,4b1k1pq3pbp4n1p182p52P3B1PP2QPPP1B4K1
356,1,white,d4,rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR
357,2,black,d5,rnbqkbnrppp1pppp83p43P48PPP1PPPPRNBQKBNR
358,3,white,c4,rnbqkbnrppp1pppp83p42PP48PP2PPPPRNBQKBNR
359,4,black,c6,rnbqkbnrpp2pppp2p53p42PP48PP2PPPPRNBQKBNR
360,5,white,Nc3,rnbqkbnrpp2pppp2p53p42PP42N5PP2PPPPR1BQKBNR
361,6,black,Nf6,rnbqkb1rpp2pppp2p2n23p42PP42N5PP2PPPPR1BQKBNR
362,7,white,e3,rnbqkb1rpp2pppp2p2n23p42PP42N1P3PP3PPPR1BQKBNR
363,8,black,Bf5,rn1qkb1rpp2pppp2p2n23p1b22PP42N1P3PP3PPPR1BQKBNR
364,9,white,cxd5,rn1qkb1rpp2pppp2p2n23P1b23P42N1P3PP3PPPR1BQKBNR
365,10,black,cxd5,rn1qkb1rpp2pppp5n23p1b23P42N1P3PP3PPPR1BQKBNR
366,11,white,Qb3,rn1qkb1rpp2pppp5n23p1b23P41QN1P3PP3PPPR1B1KBNR
367,12,black,Bc8,rnbqkb1rpp2pppp5n23p43P41QN1P3PP3PPPR1B1KBNR
368,13,white,Nf3,rnbqkb1rpp2pppp5n23p43P41QN1PN2PP3PPPR1B1KB1R
369,14,black,Nc6,r1bqkb1rpp2pppp2n2n23p43P41QN1PN2PP3PPPR1B1KB1R
370,15,white,Ne5,r1bqkb1rpp2pppp2n2n23pN33P41QN1P3PP3PPPR1B1KB1R
371,16,black,e6,r1bqkb1rpp3ppp2n1pn23pN33P41QN1P3PP3PPPR1B1KB1R
372,17,white,Bb5,r1bqkb1rpp3ppp2n1pn21B1pN33P41QN1P3PP3PPPR1B1K2R
373,18,black,Qc7,r1b1kb1rppq2ppp2n1pn21B1pN33P41QN1P3PP3PPPR1B1K2R
374,19,white,Bd2,r1b1kb1rppq2ppp2n1pn21B1pN33P41QN1P3PP1B1PPPR3K2R
375,20,black,Bd6,r1b1k2rppq2ppp2nbpn21B1pN33P41QN1P3PP1B1PPPR3K2R
376,21,white,f4,r1b1k2rppq2ppp2nbpn21B1pN33P1P21QN1P3PP1B2PPR3K2R
377,22,black,O-O,r1b2rk1ppq2ppp2nbpn21B1pN33P1P21QN1P3PP1B2PPR3K2R
378,23,white,Rc1,r1b2rk1ppq2ppp2nbpn21B1pN33P1P21QN1P3PP1B2PP2R1K2R
379,24,black,Bxe5,r1b2rk1ppq2ppp2n1pn21B1pb33P1P21QN1P3PP1B2PP2R1K2R
380,25,white,fxe5,r1b2rk1ppq2ppp2n1pn21B1pP33P41QN1P3PP1B2PP2R1K2R
381,26,black,Ne8,r1b1nrk1ppq2ppp2n1p31B1pP33P41QN1P3PP1B2PP2R1K2R
382,27,white,O-O,r1b1nrk1ppq2ppp2n1p31B1pP33P41QN1P3PP1B2PP2R2RK1
383,28,black,f6,r1b1nrk1ppq3pp2n1pp21B1pP33P41QN1P3PP1B2PP2R2RK1
384,29,white,Bd3,r1b1nrk1ppq3pp2n1pp23pP33P41QNBP3PP1B2PP2R2RK1
385,30,black,Rf7,r1b1n1k1ppq2rpp2n1pp23pP33P41QNBP3PP1B2PP2R2RK1
386,31,white,Qc2,r1b1n1k1ppq2rpp2n1pp23pP33P42NBP3PPQB2PP2R2RK1
387,32,black,f5,r1b1n1k1ppq2rpp2n1p33pPp23P42NBP3PPQB2PP2R2RK1
388,33,white,Ne2,r1b1n1k1ppq2rpp2n1p33pPp23P43BP3PPQBN1PP2R2RK1
389,34,black,Bd7,r3n1k1ppqb1rpp2n1p33pPp23P43BP3PPQBN1PP2R2RK1
390,35,white,Rf2,r3n1k1ppqb1rpp2n1p33pPp23P43BP3PPQBNRPP2R3K1
391,36,black,Rc8,2r1n1k1ppqb1rpp2n1p33pPp23P43BP3PPQBNRPP2R3K1
392,37,white,Bc3,2r1n1k1ppqb1rpp2n1p33pPp23P42BBP3PPQ1NRPP2R3K1
393,38,black,Qb6,2r1n1k1pp1b1rpp1qn1p33pPp23P42BBP3PPQ1NRPP2R3K1
394,39,white,Qd2,2r1n1k1pp1b1rpp1qn1p33pPp23P42BBP3PP1QNRPP2R3K1
395,40,black,Ne7,2r1n1k1pp1bnrpp1q2p33pPp23P42BBP3PP1QNRPP2R3K1
396,41,white,Rcf1,2r1n1k1pp1bnrpp1q2p33pPp23P42BBP3PP1QNRPP5RK1
397,42,black,Bb5,2r1n1k1pp2nrpp1q2p31b1pPp23P42BBP3PP1QNRPP5RK1
398,43,white,Bb1,2r1n1k1pp2nrpp1q2p31b1pPp23P42B1P3PP1QNRPP1B3RK1
399,44,black,Qa6,2r1n1k1pp2nrppq3p31b1pPp23P42B1P3PP1QNRPP1B3RK1
400,45,white,g4,2r1n1k1pp2nrppq3p31b1pPp23P2P12B1P3PP1QNR1P1B3RK1
401,46,black,g6,2r1n1k1pp2nr1pq3p1p11b1pPp23P2P12B1P3PP1QNR1P1B3RK1
402,47,white,h3,2r1n1k1pp2nr1pq3p1p11b1pPp23P2P12B1P2PPP1QNR21B3RK1
403,48,black,Rc7,4n1k1ppr1nr1pq3p1p11b1pPp23P2P12B1P2PPP1QNR21B3RK1
404,49,white,Re1,4n1k1ppr1nr1pq3p1p11b1pPp23P2P12B1P2PPP1QNR21B2R1K1
405,50,black,Ng7,6k1ppr1nrnpq3p1p11b1pPp23P2P12B1P2PPP1QNR21B2R1K1
406,51,white,Nf4,6k1ppr1nrnpq3p1p11b1pPp23P1NP12B1P2PPP1Q1R21B2R1K1
407,52,black,Nc8,2n3k1ppr2rnpq3p1p11b1pPp23P1NP12B1P2PPP1Q1R21B2R1K1
408,53,white,gxf5,2n3k1ppr2rnpq3p1p11b1pPP23P1N22B1P2PPP1Q1R21B2R1K1
409,54,black,gxf5,2n3k1ppr2rnpq3p31b1pPp23P1N22B1P2PPP1Q1R21B2R1K1
410,55,white,Rg2,2n3k1ppr2rnpq3p31b1pPp23P1N22B1P2PPP1Q2R11B2R1K1
411,56,black,Kh8,2n4kppr2rnpq3p31b1pPp23P1N22B1P2PPP1Q2R11B2R1K1
412,57,white,Kh2,2n4kppr2rnpq3p31b1pPp23P1N22B1P2PPP1Q2RK1B2R3
413,58,black,Qc6,2n4kppr2rnp2q1p31b1pPp23P1N22B1P2PPP1Q2RK1B2R3
414,59,white,Reg1,2n4kppr2rnp2q1p31b1pPp23P1N22B1P2PPP1Q2RK1B4R1
415,60,black,Ne7,7kppr1nrnp2q1p31b1pPp23P1N22B1P2PPP1Q2RK1B4R1
416,61,white,Qf2,7kppr1nrnp2q1p31b1pPp23P1N22B1P2PPP3QRK1B4R1
417,62,black,Qe8,4q2kppr1nrnp4p31b1pPp23P1N22B1P2PPP3QRK1B4R1
418,63,white,Rxg7,4q2kppr1nrRp4p31b1pPp23P1N22B1P2PPP3Q1K1B4R1
419,1,white,e4,rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR
420,2,black,e5,rnbqkbnrpppp1ppp84p34P38PPPP1PPPRNBQKBNR
421,3,white,Nf3,rnbqkbnrpppp1ppp84p34P35N2PPPP1PPPRNBQKB1R
422,4,black,Nc6,r1bqkbnrpppp1ppp2n54p34P35N2PPPP1PPPRNBQKB1R
423,5,white,Bb5,r1bqkbnrpppp1ppp2n51B2p34P35N2PPPP1PPPRNBQK2R
424,6,black,Nf6,r1bqkb1rpppp1ppp2n2n21B2p34P35N2PPPP1PPPRNBQK2R
425,7,white,O-O,r1bqkb1rpppp1ppp2n2n21B2p34P35N2PPPP1PPPRNBQ1RK1
426,8,black,Nxe4,r1bqkb1rpppp1ppp2n51B2p34n35N2PPPP1PPPRNBQ1RK1
427,9,white,Re1,r1bqkb1rpppp1ppp2n51B2p34n35N2PPPP1PPPRNBQR1K1
428,10,black,Nd6,r1bqkb1rpppp1ppp2nn41B2p385N2PPPP1PPPRNBQR1K1
429,11,white,Nxe5+,r1bqkb1rpppp1ppp2nn41B2N388PPPP1PPPRNBQR1K1
430,12,black,Nxe5,r1bqkb1rpppp1ppp3n41B2n388PPPP1PPPRNBQR1K1
431,13,white,Rxe5+,r1bqkb1rpppp1ppp3n41B2R388PPPP1PPPRNBQ2K1
432,14,black,Be7,r1bqk2rppppbppp3n41B2R388PPPP1PPPRNBQ2K1
433,15,white,Nc3,r1bqk2rppppbppp3n41B2R382N5PPPP1PPPR1BQ2K1
434,16,black,O-O,r1bq1rk1ppppbppp3n41B2R382N5PPPP1PPPR1BQ2K1
435,17,white,Bd3,r1bq1rk1ppppbppp3n44R382NB4PPPP1PPPR1BQ2K1
436,18,black,Bf6,r1bq1rk1pppp1ppp3n1b24R382NB4PPPP1PPPR1BQ2K1
437,19,white,Re3,r1bq1rk1pppp1ppp3n1b2882NBR3PPPP1PPPR1BQ2K1
438,20,black,g6,r1bq1rk1pppp1p1p3n1bp1882NBR3PPPP1PPPR1BQ2K1
439,21,white,b3,r1bq1rk1pppp1p1p3n1bp1881PNBR3P1PP1PPPR1BQ2K1
440,22,black,Re8,r1bqr1k1pppp1p1p3n1bp1881PNBR3P1PP1PPPR1BQ2K1
441,23,white,Qf3,r1bqr1k1pppp1p1p3n1bp1881PNBRQ2P1PP1PPPR1B3K1
442,24,black,Bg5,r1bqr1k1pppp1p1p3n2p16b181PNBRQ2P1PP1PPPR1B3K1
443,25,white,Rxe8+,r1bqR1k1pppp1p1p3n2p16b181PNB1Q2P1PP1PPPR1B3K1
444,26,black,Nxe8,r1bqn1k1pppp1p1p6p16b181PNB1Q2P1PP1PPPR1B3K1
445,27,white,Bb2,r1bqn1k1pppp1p1p6p16b181PNB1Q2PBPP1PPPR5K1
446,28,black,c6,r1bqn1k1pp1p1p1p2p3p16b181PNB1Q2PBPP1PPPR5K1
447,29,white,Ne4,r1bqn1k1pp1p1p1p2p3p16b14N31P1B1Q2PBPP1PPPR5K1
448,30,black,Be7,r1bqn1k1pp1pbp1p2p3p184N31P1B1Q2PBPP1PPPR5K1
449,31,white,Qe3,r1bqn1k1pp1pbp1p2p3p184N31P1BQ3PBPP1PPPR5K1
450,32,black,d5,r1bqn1k1pp2bp1p2p3p13p44N31P1BQ3PBPP1PPPR5K1
451,33,white,Qd4,r1bqn1k1pp2bp1p2p3p13p43QN31P1B4PBPP1PPPR5K1
452,34,black,f6,r1bqn1k1pp2b2p2p2pp13p43QN31P1B4PBPP1PPPR5K1
453,35,white,Ng3,r1bqn1k1pp2b2p2p2pp13p43Q41P1B2N1PBPP1PPPR5K1
454,36,black,Be6,r2qn1k1pp2b2p2p1bpp13p43Q41P1B2N1PBPP1PPPR5K1
455,37,white,Re1,r2qn1k1pp2b2p2p1bpp13p43Q41P1B2N1PBPP1PPP4R1K1
456,38,black,Ng7,r2q2k1pp2b1np2p1bpp13p43Q41P1B2N1PBPP1PPP4R1K1
457,39,white,h4,r2q2k1pp2b1np2p1bpp13p43Q3P1P1B2N1PBPP1PP14R1K1
458,40,black,Qd7,r5k1pp1qb1np2p1bpp13p43Q3P1P1B2N1PBPP1PP14R1K1
459,41,white,h5,r5k1pp1qb1np2p1bpp13p3P3Q41P1B2N1PBPP1PP14R1K1
460,42,black,Bf7,r5k1pp1qbbnp2p2pp13p3P3Q41P1B2N1PBPP1PP14R1K1
461,43,white,hxg6,r5k1pp1qbbnp2p2pP13p43Q41P1B2N1PBPP1PP14R1K1
462,44,black,Bxg6,r5k1pp1qb1np2p2pb13p43Q41P1B2N1PBPP1PP14R1K1
463,45,white,Qe3,r5k1pp1qb1np2p2pb13p481P1BQ1N1PBPP1PP14R1K1
464,46,black,Kf7,r7pp1qbknp2p2pb13p481P1BQ1N1PBPP1PP14R1K1
465,47,white,Qf4,r7pp1qbknp2p2pb13p45Q21P1B2N1PBPP1PP14R1K1
466,48,black,Re8,4r3pp1qbknp2p2pb13p45Q21P1B2N1PBPP1PP14R1K1
467,49,white,Re3,4r3pp1qbknp2p2pb13p45Q21P1BR1N1PBPP1PP16K1
468,50,black,Ne6,4r3pp1qbk1p2p1npb13p45Q21P1BR1N1PBPP1PP16K1
469,51,white,Qg4,4r3pp1qbk1p2p1npb13p46Q11P1BR1N1PBPP1PP16K1
470,52,black,Nf8,4rn2pp1qbk1p2p2pb13p46Q11P1BR1N1PBPP1PP16K1
471,53,white,Nf5,4rn2pp1qbk1p2p2pb13p1N26Q11P1BR3PBPP1PP16K1
472,54,black,Bc5,4rn2pp1q1k1p2p2pb12bp1N26Q11P1BR3PBPP1PP16K1
473,55,white,Nh6+,4rn2pp1q1k1p2p2pbN2bp46Q11P1BR3PBPP1PP16K1
474,56,black,Kg7,4rn2pp1q2kp2p2pbN2bp46Q11P1BR3PBPP1PP16K1
475,57,white,Nf5+,4rn2pp1q2kp2p2pb12bp1N26Q11P1BR3PBPP1PP16K1
476,58,black,Kf7,4rn2pp1q1k1p2p2pb12bp1N26Q11P1BR3PBPP1PP16K1
477,59,white,Nh6+,4rn2pp1q1k1p2p2pbN2bp46Q11P1BR3PBPP1PP16K1
478,60,black,Kg7,4rn2pp1q2kp2p2pbN2bp46Q11P1BR3PBPP1PP16K1
479,61,white,Nf5+,4rn2pp1q2kp2p2pb12bp1N26Q11P1BR3PBPP1PP16K1
480,62,black,Kf7,4rn2pp1q1k1p2p2pb12bp1N26Q11P1BR3PBPP1PP16K1
481,63,white,Nh6+,4rn2pp1q1k1p2p2pbN2bp46Q11P1BR3PBPP1PP16K1
482,64,black,Kg7,4rn2pp1q2kp2p2pbN2bp46Q11P1BR3PBPP1PP16K1
483,65,white,Nf5+,4rn2pp1q2kp2p2pb12bp1N26Q11P1BR3PBPP1PP16K1
484,66,black,Kf7,4rn2pp1q1k1p2p2pb12bp1N26Q11P1BR3PBPP1PP16K1
485,67,white,Nh6+,4rn2pp1q1k1p2p2pbN2bp46Q11P1BR3PBPP1PP16K1
486,68,black,Kg7,4rn2pp1q2kp2p2pbN2bp46Q11P1BR3PBPP1PP16K1
487,69,white,Bxg6,4rn2pp1q2kp2p2pBN2bp46Q11P2R3PBPP1PP16K1
488,70,black,Qxg4,4rn2pp4kp2p2pBN2bp46q11P2R3PBPP1PP16K1
489,71,white,Nxg4,4rn2pp4kp2p2pB12bp46N11P2R3PBPP1PP16K1
490,72,black,Rxe3,5n2pp4kp2p2pB12bp46N11P2r3PBPP1PP16K1
491,73,white,fxe3,5n2pp4kp2p2pB12bp46N11P2P3PBPP2P16K1
492,74,black,Kxg6,5n2pp5p2p2pk12bp46N11P2P3PBPP2P16K1
493,75,white,Nxf6,5n2pp5p2p2Nk12bp481P2P3PBPP2P16K1
494,76,black,Bb4,5n2pp5p2p2Nk13p41b61P2P3PBPP2P16K1
495,77,white,d3,5n2pp5p2p2Nk13p41b61P1PP3PBP3P16K1
496,78,black,Ne6,8pp5p2p1nNk13p41b61P1PP3PBP3P16K1
497,79,white,Kf2,8pp5p2p1nNk13p41b61P1PP3PBP2KP18
498,80,black,h5,8pp62p1nNk13p3p1b61P1PP3PBP2KP18
499,81,white,g4,8pp62p1nNk13p3p1b4P11P1PP3PBP2K28
500,82,black,h4,8pp62p1nNk13p41b4Pp1P1PP3PBP2K28
501,83,white,Nh5,8pp62p1n1k13p3N1b4Pp1P1PP3PBP2K28
502,84,black,Bd6,8pp62pbn1k13p3N6Pp1P1PP3PBP2K28
503,85,white,Kg2,8pp62pbn1k13p3N6Pp1P1PP3PBP3K18
504,86,black,c5,8pp63bn1k12pp3N6Pp1P1PP3PBP3K18
505,87,white,Bf6,8pp63bnBk12pp3N6Pp1P1PP3P1P3K18
506,88,black,Ng5,8pp63b1Bk12pp2nN6Pp1P1PP3P1P3K18
507,89,white,Bxg5,8pp63b2k12pp2BN6Pp1P1PP3P1P3K18
508,90,black,Kxg5,8pp63b42pp2kN6Pp1P1PP3P1P3K18
509,91,white,Kh3,8pp63b42pp2kN6Pp1P1PP2KP1P58
510,92,black,Be5,8pp682ppb1kN6Pp1P1PP2KP1P58
511,93,white,Nf4,8pp682ppb1k15NPp1P1PP2KP1P58
512,94,black,d4,8pp682p1b1k13p1NPp1P1PP2KP1P58
513,95,white,Ne6+,8pp64N32p1b1k13p2Pp1P1PP2KP1P58
514,96,black,Kf6,8pp64Nk22p1b33p2Pp1P1PP2KP1P58
515,97,white,exd4,8pp64Nk22p1b33P2Pp1P1P3KP1P58
516,98,black,cxd4,8pp64Nk24b33p2Pp1P1P3KP1P58
517,99,white,Nc5,8pp65k22N1b33p2Pp1P1P3KP1P58
518,100,black,Kg5,8pp682N1b1k13p2Pp1P1P3KP1P58
519,101,white,Nxb7,8pN684b1k13p2Pp1P1P3KP1P58
520,102,black,Kf4,8pN684b33p1kPp1P1P3KP1P58
521,103,white,Na5,8p78N3b33p1kPp1P1P3KP1P58
522,104,black,Bf6,8p75b2N73p1kPp1P1P3KP1P58
523,105,white,Nc6,8p72N2b283p1kPp1P1P3KP1P58
524,106,black,Ke3,8p72N2b283p2Pp1P1Pk2KP1P58
525,107,white,Nxa7,8N75b283p2Pp1P1Pk2KP1P58
526,108,black,Kd2,8N75b283p2Pp1P1P3KP1Pk48
527,109,white,Nc6,882N2b283p2Pp1P1P3KP1Pk48
528,110,black,Kxc2,882N2b283p2Pp1P1P3KP1k58
529,111,white,a4,882N2b28P2p2Pp1P1P3K2k58
530,112,black,Kxd3,882N2b28P2p2Pp1P1k3K88
531,113,white,Nb4+,885b28PN1p2Pp1P1k3K88
532,114,black,Ke2,885b28PN1p2Pp1P5K4k38
533,115,white,a5,885b2P71N1p2Pp1P5K4k38
534,116,black,Be7,84b38P71N1p2Pp1P5K4k38
535,117,white,Nd5,84b38P2N43p2Pp1P5K4k38
536,118,black,Kf3,84b38P2N43p2Pp1P3k1K88
537,119,white,Nxe7,84N38P73p2Pp1P3k1K88
538,120,black,d3,84N38P76Pp1P1p1k1K88
539,121,white,Nd5,888P2N46Pp1P1p1k1K88
540,1,white,d4,rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR
541,2,black,d5,rnbqkbnrppp1pppp83p43P48PPP1PPPPRNBQKBNR
542,3,white,c4,rnbqkbnrppp1pppp83p42PP48PP2PPPPRNBQKBNR
543,4,black,e6,rnbqkbnrppp2ppp4p33p42PP48PP2PPPPRNBQKBNR
544,5,white,Nc3,rnbqkbnrppp2ppp4p33p42PP42N5PP2PPPPR1BQKBNR
545,6,black,Nf6,rnbqkb1rppp2ppp4pn23p42PP42N5PP2PPPPR1BQKBNR
